"Model","Solver","Nodes","Elements","Total Time","Assembly","Solve","Iterations","Peak RAM","Peak VRAM","Status","Date"
"Venturi","CPU","341","86","34ms","24ms","<0.01s","133","0 MB","-","✓","Jan 13, 11:34 PM"
"Venturi","CPU","341","86","36ms","25ms","<0.01s","133","0 MB","-","✓","Jan 13, 11:34 PM"
"Y-Shaped","CPU","1 357 953","338 544","6m 36.8s","1m 38.7s","4m 30.2s","9871","1.66 GB","-","✓","Jan 13, 11:34 PM"
"Y-Shaped","CPU","1 357 953","338 544","6m 35.8s","1m 38.8s","4m 28.5s","9871","1.66 GB","-","✓","Jan 13, 11:34 PM"
"Y-Shaped","CPU","1 357 953","338 544","6m 10.6s","1m 38.3s","4m 4.6s","9871","1.66 GB","-","✓","Jan 13, 11:34 PM"
"Y-Shaped","CPU","772 069","192 308","2m 42.7s","55.40s","1m 31.7s","7508","944 MB","-","✓","Jan 13, 11:09 PM"
"Y-Shaped","CPU","772 069","192 308","2m 47.9s","57.35s","1m 35.1s","7508","953 MB","-","✓","Jan 13, 11:09 PM"
"Y-Shaped","CPU","772 069","192 308","2m 48.7s","57.39s","1m 35.5s","7508","968 MB","-","✓","Jan 13, 11:09 PM"
"Y-Shaped","CPU","195 853","48 607","32.16s","15.36s","12.59s","3741","201 MB","-","✓","Jan 13, 10:58 PM"
"Y-Shaped","CPU","195 853","48 607","31.89s","14.29s","13.32s","3741","237 MB","-","✓","Jan 13, 10:58 PM"
"Y-Shaped","CPU","195 853","48 607","30.95s","14.54s","12.44s","3741","245 MB","-","✓","Jan 13, 10:58 PM"
"Y-Shaped","CPU","201","52","22ms","14ms","<0.01s","115","0 MB","-","✓","Jan 13, 10:56 PM"
"Y-Shaped","CPU","201","52","22ms","14ms","<0.01s","115","0 MB","-","✓","Jan 13, 10:56 PM"
"Y-Shaped","CPU","201","52","23ms","14ms","<0.01s","115","0 MB","-","✓","Jan 13, 10:56 PM"
"Y-Shaped","CPU","195 853","48 607","31.63s","15.28s","12.27s","3741","216 MB","-","✓","Jan 13, 10:50 PM"
"Y-Shaped","CPU","195 853","48 607","32.26s","15.05s","13.03s","3741","214 MB","-","✓","Jan 13, 10:50 PM"
"Y-Shaped","CPU","195 853","48 607","34.18s","15.06s","14.95s","3741","226 MB","-","✓","Jan 13, 10:50 PM"
